"","STRUCTURE_NUMBER_008","YEAR_BUILT_027","COUNTY_CODE_003","DECK_COND_058","SUPERSTRUCTURE_COND_059","SUBSTRUCTURE_COND_060"
"4121","B28009700000000",1998,55,"6","6","7"
"4122","B28009800000000",2005,55,"8","8","8"
"4123","B28009900000000",2005,55,"8","8","8"
"4124","B28010000000000",1999,55,"7","8","8"
"4125","B28010100000000",1999,55,"N","N","N"
"4126","B28010200000000",1999,55,"N","N","N"
"4127","B28010400000000",2001,55,"7","7","7"
"4128","B28010500000000",2000,55,"6","6","6"
"4129","B28010600000000",1999,55,"8","8","8"
"4130","B28010700000000",2001,55,"8","8","8"
"4131","B28010800000000",2001,55,"8","8","8"
"4132","B28010900000000",2001,55,"7","8","8"
"4133","B28011000000000",2002,55,"7","8","8"
"4134","B28011100000000",2001,55,"7","8","8"
"4135","B28011200000000",2002,55,"8","8","8"
"4136","B28011300000000",2003,55,"7","8","8"
"4137","B28011400000000",2003,55,"7","8","8"
"4138","B28011500000000",2007,55,"7","8","8"
"4139","B28011800000000",2006,55,"8","8","8"
"4140","B28012000000000",2006,55,"7","8","8"
"4141","B28012200000000",2004,55,"8","8","8"
"4142","B28012400000000",2006,55,"7","8","8"
"4143","B28012500000000",2008,55,"7","7","8"
"4144","B28012600000000",2008,55,"7","8","7"
"4145","B28012700000000",2007,55,"7","7","7"
"4146","B28012800000000",2007,55,"8","8","8"
"4147","B28013100000000",2014,55,"9","9","9"
"4148","B28013200000000",2013,55,"9","9","9"
"4149","B28013300000000",2011,55,"8","8","8"
"4150","B28013400000000",2011,55,"8","8","8"
"4151","B28013500000000",2011,55,"8","8","8"
"4152","B28013600000000",2011,55,"8","8","8"
"4153","B28013700000000",2011,55,"8","8","8"
"4154","B28013800000000",2010,55,"8","8","8"
"4155","B28013900000000",2010,55,"8","8","8"
"4156","B28014000000000",2010,55,"7","8","8"
"4157","B28014100000000",2010,55,"8","8","8"
"4158","B28014200000000",2010,55,"7","7","8"
"4159","B28014300000000",2010,55,"7","8","8"
"4160","B28014400000000",2010,55,"7","8","8"
"4161","B28014500000000",2010,55,"7","8","8"
"4162","B28014600000000",2009,55,"9","9","9"
"4163","B28014700000000",2009,55,"8","9","9"
"4164","B28014800000000",2010,55,"8","8","8"
"4165","B28014900000000",2010,55,"8","8","8"
"4166","B28015000000000",2010,55,"8","8","8"
"4167","B28015100000000",2010,55,"8","8","8"
"4168","B28015200000000",2009,55,"8","9","9"
"4169","B28015300000000",2009,55,"8","9","9"
"4170","B28015400000000",2010,55,"8","8","8"
"4171","B28015500000000",2010,55,"8","8","8"
"4172","B28015600000000",2011,55,"8","9","9"
"4173","B28015900000000",2010,55,"8","9","8"
"4174","B28016000000000",2010,55,"9","9","9"
"4175","B28016100000000",2010,55,"9","9","9"
"4176","B28016200000000",2010,55,"8","8","8"
"4177","B28016300000000",2010,55,"7","8","8"
"4178","B28016400000000",2010,55,"7","8","8"
"4179","B28016500000000",2010,55,"7","9","8"
"4180","B28016600000000",2010,55,"7","9","8"
"4181","B28016700000000",2010,55,"7","9","9"
"4182","B28016800000000",2010,55,"8","8","8"
"4183","B28016900000000",2010,55,"8","8","8"
"4184","B28017000000000",2011,55,"8","8","8"
"4185","B28017100000000",2011,55,"8","8","8"
"4186","B28017200000000",2012,55,"8","8","8"
"4187","B28017300000000",2012,55,"8","8","8"
"4188","B28017400000000",2010,55,"7","8","8"
"4189","B28017700000000",2011,55,"9","9","9"
"4190","B28017800000000",2011,55,"9","9","9"
"4191","B28046600000000",1938,55,"5","5","5"
"4192","B28058400000000",1938,55,"7","6","6"
"4193","B28058500000000",1938,55,"7","6","5"
"4194","B28059000000000",1939,55,"6","6","6"
"4195","B28066600000000",1940,55,"7","7","6"
"4196","B28066700000000",1940,55,"5","4","5"
"4197","B28090400000000",1948,55,"6","6","6"
"4198","B28090600000000",1931,55,"5","5","6"
"4199","B29000600000000",1950,57,"7","7","6"
"4200","B29000700000000",1950,57,"7","7","7"
"4201","B29001100000000",1954,57,"7","4","4"
"4202","B29001200000000",1955,57,"7","7","8"
"4203","B29001400000000",1957,57,"4","7","5"
"4204","B29001500000000",1959,57,"4","4","7"
"4205","B29001600000000",1964,57,"7","7","7"
"4206","B29001700000000",1964,57,"7","7","7"
"4207","B29001800000000",1964,57,"7","7","7"
"4208","B29001900000000",1964,57,"7","7","6"
"4209","B29002000000000",1964,57,"6","6","6"
"4210","B29002100000000",1964,57,"6","7","6"
"4211","B29002200000000",1964,57,"6","6","6"
"4212","B29002300000000",1964,57,"7","6","6"
"4213","B29002400000000",1964,57,"7","6","7"
"4214","B29002500000000",1964,57,"8","7","7"
"4215","B29002600000000",1964,57,"8","6","7"
"4216","B29002700000000",1964,57,"6","6","7"
"4217","B29002800000000",1964,57,"6","6","7"
"4218","B29002900000000",1964,57,"N","N","N"
"4219","B29003000000000",1964,57,"N","N","N"
"4220","B29003100000000",1964,57,"7","6","7"
"4221","B29003200000000",1964,57,"6","6","4"
"4222","B29003300000000",1964,57,"6","6","5"
"4223","B29003400000000",1964,57,"7","6","7"
"4224","B29003500000000",1964,57,"7","7","7"
"4225","B29003600000000",1964,57,"6","7","6"
"4226","B29003700000000",1964,57,"7","7","6"
"4227","B29003800000000",1964,57,"8","7","6"
"4228","B29003900000000",1964,57,"7","7","7"
"4229","B29004100000000",1964,57,"7","7","7"
"4230","B29004200000000",1964,57,"6","7","6"
"4231","B29004300000000",1964,57,"5","5","6"
"4232","B29004400000000",1964,57,"7","7","6"
"4233","B29004500000000",1964,57,"7","7","6"
"4234","B29004600000000",1964,57,"7","6","6"
"4235","B29004700000000",1964,57,"7","5","5"
"4236","B29004800000000",1964,57,"5","5","6"
"4237","B29004900000000",1964,57,"5","5","6"
"4238","B29005000000000",1964,57,"5","7","7"
"4239","B29005300000000",1964,57,"7","7","6"
"4240","B29005400000000",1964,57,"7","7","6"
"4241","B29005500000000",1964,57,"8","7","8"
"4242","B29005700000000",1963,57,"7","8","7"
"4243","B29005800000000",1964,57,"N","N","N"
"4244","B29005900000000",1965,57,"7","7","7"
"4245","B29006000000000",1967,57,"N","N","N"
"4246","B29006100000000",1967,57,"N","N","N"
"4247","B29006200000000",1967,57,"N","N","N"
"4248","B29006300000000",1967,57,"N","N","N"
"4249","B29006400000000",1973,57,"6","8","7"
"4250","B29006500000000",1975,57,"5","6","6"
"4251","B29006600000000",1980,57,"N","N","N"
"4252","B29006700000000",1977,57,"N","N","N"
"4253","B29006800000000",1975,57,"N","N","N"
"4254","B29006900000000",1988,57,"7","7","8"
"4255","B29007000000000",1980,57,"6","8","8"
"4256","B29007100000000",1982,57,"5","6","7"
"4257","B29007200000000",1983,57,"6","8","7"
"4258","B29007300000000",1981,57,"N","N","N"
"4259","B29007400000000",1986,57,"7","8","8"
"4260","B29007500000000",1986,57,"N","N","N"
"4261","B29007600000000",1986,57,"N","N","N"
"4262","B29007700000000",1986,57,"6","8","6"
"4263","B29007800000000",1987,57,"N","N","N"
"4264","B29007900000000",1987,57,"7","5","7"
"4265","B29008000000000",1986,57,"N","N","N"
"4266","B29008100000000",1986,57,"N","N","N"
"4267","B29008200000000",1988,57,"7","5","8"
"4268","B29008300000000",1988,57,"6","7","7"
"4269","B29008400000000",1988,57,"6","7","8"
"4270","B29008500000000",1988,57,"7","7","7"
"4271","B29008600000000",1987,57,"7","8","7"
"4272","B29008700000000",1989,57,"7","6","8"
"4273","B29008800000000",1989,57,"6","7","7"
"4274","B29008900000000",1990,57,"N","N","N"
"4275","B29009000000000",1990,57,"7","7","8"
"4276","B29009100000000",1991,57,"7","7","8"
"4277","B29009200000000",1990,57,"7","8","7"
"4278","B29009300000000",1989,57,"8","8","8"
"4279","B29009400000000",1991,57,"N","N","N"
"4280","B29009500000000",1991,57,"7","7","8"
"4281","B29009600000000",1991,57,"7","8","8"
"4282","B29009700000000",1994,57,"7","7","8"
"4283","B29009800000000",1992,57,"6","5","6"
"4284","B29009900000000",1992,57,"7","7","7"
"4285","B29010000000000",1994,57,"7","7","8"
"4286","B29010100000000",1999,57,"7","7","8"
"4287","B29010200000000",1997,57,"7","7","8"
"4288","B29010300000000",1997,57,"8","8","8"
"4289","B29010400000000",2001,57,"7","7","8"
"4290","B29010500000000",1995,57,"7","8","8"
"4291","B29010600000000",1996,57,"6","6","7"
"4292","B29010800000000",1997,57,"7","8","7"
"4293","B29010900000000",1998,57,"7","6","8"
"4294","B29011200000000",1999,57,"7","7","8"
"4295","B29011400000000",1999,57,"7","8","8"
"4296","B29011600000000",1997,57,"7","7","8"
"4297","B29011700000000",1998,57,"8","8","8"
"4298","B29011800000000",2002,57,"7","7","8"
"4299","B29011900000000",2000,57,"7","7","7"
"4300","B29012000000000",2000,57,"8","8","8"
"4301","B29012100000000",2002,57,"7","8","8"
"4302","B29012200000000",2003,57,"8","8","8"
"4303","B29012300000000",2002,57,"N","N","N"
"4304","B29012400000000",2003,57,"8","8","8"
"4305","B29012600000000",2004,57,"N","N","N"
"4306","B29012700000000",2004,57,"7","8","7"
"4307","B29012800000000",2005,57,"7","7","8"
"4308","B29012900000000",2005,57,"7","7","8"
"4309","B29013000000000",2005,57,"8","8","8"
"4310","B29013100000000",2005,57,"7","7","9"
"4311","B29013200000000",2005,57,"8","8","8"
"4312","B29013300000000",2005,57,"8","8","8"
"4313","B29013400000000",2005,57,"8","8","8"
"4314","B29013500000000",2005,57,"8","8","8"
"4315","B29013600000000",2007,57,"7","8","8"
"4316","B29013700000000",2006,57,"8","8","8"
"4317","B29013800000000",2005,57,"7","8","8"
"4318","B29013900000000",2009,57,"8","8","8"
"4319","B29014000000000",2009,57,"7","7","8"
"4320","B29014200000000",2011,57,"8","9","9"
"4321","B29014300000000",2010,57,"9","9","8"
"4322","B29014500000000",2011,57,"N","N","N"
"4323","B29014600000000",2011,57,"N","N","N"
"4324","B29014700000000",2012,57,"N","N","N"
"4325","B29042100000000",1937,57,"7","6","5"
"4326","B29093100000000",1920,57,"7","7","7"
"4327","B29097700000000",1932,57,"8","8","6"
"4328","B29097800000000",1931,57,"8","6","5"
"4329","B30000100000000",1953,59,"5","5","6"
"4330","B30000200000000",1958,59,"7","6","6"
"4331","B30000300000000",1958,59,"6","6","5"
"4332","B30000500000000",2002,59,"8","8","8"
"4333","B30001300000000",1936,59,"4","4","7"
"4334","B30001400000000",1959,59,"5","5","5"
"4335","B30001500000000",1959,59,"5","5","5"
"4336","B30002500000000",1959,59,"6","6","7"
"4337","B30002600000000",1959,59,"6","6","7"
"4338","B30002700000000",1959,59,"6","6","7"
"4339","B30002800000000",1959,59,"6","6","7"
"4340","B30003000000000",2003,59,"7","7","7"
"4341","B30003100000000",1972,59,"8","8","7"
"4342","B30003200000000",1962,59,"N","N","N"
"4343","B30003300000000",1962,59,"5","6","6"
"4344","B30003400000000",1978,59,"7","7","7"
"4345","B30003500000000",1962,59,"6","6","6"
"4346","B30003600000000",1962,59,"5","5","6"
"4347","B30003700000000",1962,59,"6","6","5"
"4348","B30003800000000",1984,59,"7","8","8"
"4349","B30004100000000",1969,59,"5","8","6"
"4350","B30004800000000",1980,59,"7","6","7"
"4351","B30005100000000",1986,59,"7","8","8"
"4352","B30005200000000",1986,59,"5","7","7"
"4353","B30005300000000",1986,59,"6","6","8"
"4354","B30005400000000",1989,59,"8","8","8"
"4355","B30005500000000",1989,59,"8","8","8"
"4356","B30005700000000",1989,59,"7","8","8"
"4357","B30005800000000",1989,59,"7","7","7"
"4358","B30005900000000",1986,59,"7","8","8"
"4359","B30006000000000",1992,59,"N","N","N"
"4360","B30006100000000",1989,59,"N","N","N"
"4361","B30006200000000",1989,59,"N","N","N"
"4362","B30006300000000",1990,59,"6","8","8"
"4363","B30006400000000",1990,59,"N","N","N"
"4364","B30006500000000",1989,59,"7","6","8"
"4365","B30006600000000",1989,59,"7","8","7"
"4366","B30006700000000",1989,59,"7","8","7"
"4367","B30006800000000",1990,59,"7","7","7"
"4368","B30006900000000",1991,59,"7","8","8"
"4369","B30007000000000",1992,59,"7","8","7"
"4370","B30007100000000",1992,59,"7","8","7"
"4371","B30007200000000",1992,59,"N","N","N"
"4372","B30007300000000",1993,59,"7","8","8"
"4373","B30007400000000",1993,59,"8","8","8"
"4374","B30007500000000",1994,59,"N","N","N"
"4375","B30007600000000",1995,59,"7","7","7"
"4376","B30007700000000",1996,59,"7","8","8"
"4377","B30007800000000",1998,59,"7","7","8"
"4378","B30007900000000",2002,59,"7","7","8"
"4379","B30008000000000",2002,59,"7","7","8"
"4380","B30008100000000",2000,59,"7","8","8"
"4381","B30008200000000",2000,59,"7","8","8"
"4382","B30008300000000",1998,59,"7","7","8"
"4383","B30008500000000",2003,59,"8","8","8"
"4384","B30008600000000",2005,59,"7","9","8"
"4385","B30008800000000",2005,59,"7","8","8"
"4386","B30008900000000",2003,59,"7","7","8"
"4387","B30009000000000",2012,59,"8","9","9"
"4388","B30009100000000",2013,59,"9","9","9"
"4389","B30009200000000",2005,59,"8","9","9"
"4390","B30009300000000",2006,59,"8","9","9"
"4391","B30009400000000",2009,59,"7","8","8"
"4392","B30009500000000",2010,59,"7","8","8"
"4393","B30009600000000",2009,59,"7","8","8"
"4394","B30009700000000",2010,59,"8","8","8"
"4395","B30009800000000",2011,59,"8","9","9"
"4396","B30009900000000",2010,59,"9","9","9"
"4397","B30010000000000",2012,59,"8","9","9"
"4398","B30010100000000",2013,59,"9","9","9"
"4399","B30010200000000",2012,59,"8","9","9"
"4400","B30010300000000",2013,59,"9","9","9"
"4401","B30010500000000",2014,59,"9","9","9"
"4402","B30010600000000",2013,59,"9","9","9"
"4403","B30010700000000",2014,59,"9","9","9"
"4404","B30010800000000",2013,59,"9","9","9"
"4405","B30011500000000",2013,59,"9","9","9"
"4406","B30011600000000",2013,59,"9","9","9"
"4407","B30011700000000",2012,59,"8","9","9"
"4408","B30011800000000",2013,59,"9","9","9"
"4409","B30011900000000",2010,59,"8","8","9"
"4410","B30012000000000",2011,59,"9","9","9"
"4411","B30025800000000",1936,59,"7","7","6"
"4412","B30057300000000",1938,59,"6","8","5"
"4413","B30065000000000",1955,59,"4","4","7"
"4414","B30065400000000",1926,59,"5","5","6"
"4415","B30066800000000",1929,59,"7","8","5"
"4416","B30067000000000",1929,59,"5","5","6"
"4417","B31000100000000",1949,61,"5","4","5"
"4418","B31000400000000",1952,61,"4","4","5"
"4419","B31000500000000",1954,61,"4","6","6"
"4420","B31000600000000",1954,61,"7","6","6"
"4421","B31000700000000",1956,61,"7","6","6"
"4422","B31000800000000",1958,61,"N","N","N"
"4423","B31001000000000",1958,61,"N","N","N"
"4424","B31001200000000",1960,61,"7","7","5"
"4425","B31001300000000",1961,61,"7","7","7"
"4426","B31001400000000",1936,61,"4","4","5"
"4427","B31001500000000",1970,61,"7","7","7"
"4428","B31001600000000",1974,61,"N","N","N"
"4429","B31001700000000",1976,61,"7","7","7"
"4430","B31001800000000",1977,61,"7","6","7"
"4431","B31001900000000",1982,61,"5","7","6"
"4432","B31002000000000",1981,61,"N","N","N"
"4433","B31002100000000",1981,61,"N","N","N"
"4434","B31002200000000",1982,61,"N","N","N"
"4435","B31002300000000",1985,61,"6","8","7"
"4436","B31002400000000",1983,61,"N","N","N"
"4437","B31002500000000",1986,61,"N","N","N"
"4438","B31002700000000",1984,61,"7","7","7"
"4439","B31002800000000",1984,61,"6","6","7"
"4440","B31002900000000",1983,61,"6","7","7"
"4441","B31003000000000",1984,61,"6","6","7"
"4442","B31003200000000",1984,61,"4","5","5"
"4443","B31003300000000",1985,61,"N","N","N"
"4444","B31003400000000",1985,61,"7","7","7"
"4445","B31003500000000",1986,61,"7","7","7"
"4446","B31003600000000",1986,61,"6","6","7"
"4447","B31003700000000",1986,61,"6","6","7"
"4448","B31003800000000",1986,61,"N","N","N"
"4449","B31003900000000",1986,61,"6","6","7"
"4450","B31004000000000",1986,61,"N","N","N"
"4451","B31004100000000",1990,61,"N","N","N"
"4452","B31004200000000",1987,61,"6","6","7"
"4453","B31004300000000",1989,61,"7","7","7"
"4454","B31004400000000",1989,61,"7","7","7"
"4455","B31004500000000",1989,61,"7","8","8"
"4456","B31004700000000",1996,61,"6","6","7"
"4457","B31004800000000",1990,61,"7","7","7"
"4458","B31004900000000",1997,61,"N","N","N"
"4459","B31005000000000",1997,61,"N","N","N"
"4460","B31005100000000",1997,61,"7","8","8"
"4461","B31005200000000",1993,61,"7","7","7"
"4462","B31005300000000",1993,61,"7","7","7"
"4463","B31005400000000",1993,61,"6","6","7"
"4464","B31005500000000",2006,61,"7","7","7"
"4465","B31005600000000",1993,61,"7","7","7"
"4466","B31005700000000",1993,61,"7","7","7"
"4467","B31005800000000",1993,61,"5","5","7"
"4468","B31005900000000",1993,61,"7","7","7"
"4469","B31006000000000",1993,61,"6","6","7"
"4470","B31006100000000",1993,61,"7","7","7"
"4471","B31006200000000",1996,61,"7","7","7"
"4472","B31006300000000",1996,61,"7","7","7"
"4473","B31006400000000",1996,61,"7","7","6"
"4474","B31006500000000",1997,61,"8","8","8"
"4475","B31006600000000",1996,61,"7","7","7"
"4476","B31006700000000",2002,61,"8","8","8"
"4477","B31007000000000",1998,61,"N","N","N"
"4478","B31007100000000",2002,61,"7","8","8"
"4479","B31007400000000",2004,61,"7","7","7"
"4480","B31008000000000",2003,61,"7","7","7"
"4481","B31008100000000",2003,61,"7","7","7"
"4482","B31008200000000",2003,61,"7","7","7"
"4483","B31008500000000",2004,61,"6","6","7"
"4484","B31008600000000",2005,61,"8","8","8"
"4485","B31008800000000",2005,61,"N","N","N"
"4486","B31008900000000",2005,61,"N","N","N"
"4487","B31009200000000",2007,61,"8","8","8"
"4488","B31009300000000",2007,61,"7","7","8"
"4489","B31009400000000",1940,61,"6","6","6"
"4490","B31009500000000",1940,61,"6","6","7"
"4491","B31009600000000",2008,61,"5","5","5"
"4492","B31009700000000",2011,61,"8","8","8"
"4493","B31010700000000",1978,61,"5","5","5"
"4494","B31089300000000",1946,61,"5","5","5"
"4495","B31090600000000",1932,61,"7","4","5"
"4496","B32000100000000",1952,63,"6","6","6"
"4497","B32000400000000",1955,63,"6","5","5"
"4498","B32000700000000",1952,63,"6","6","7"
"4499","B32000800000000",1952,63,"5","5","5"
"4500","B32000900000000",1951,63,"N","N","N"
"4501","B32001000000000",1951,63,"6","6","4"
"4502","B32001100000000",1956,63,"6","6","6"
"4503","B32001200000000",1952,63,"7","7","6"
"4504","B32001400000000",1952,63,"6","6","6"
"4505","B32001500000000",1952,63,"6","6","5"
"4506","B32001600000000",1953,63,"5","5","6"
"4507","B32001700000000",1956,63,"N","N","N"
"4508","B32001800000000",1953,63,"5","6","5"
"4509","B32001900000000",1957,63,"7","7","6"
"4510","B32002000000000",1957,63,"5","5","6"
"4511","B32002100000000",1957,63,"N","N","N"
"4512","B32002200000000",1958,63,"N","N","N"
"4513","B32002300000000",1968,63,"5","7","7"
"4514","B32002400000000",1968,63,"5","7","7"
"4515","B32002500000000",1968,63,"6","7","7"
"4516","B32002600000000",1968,63,"5","7","6"
"4517","B32002700000000",1968,63,"5","5","6"
"4518","B32002800000000",1968,63,"5","6","7"
"4519","B32002900000000",1968,63,"7","7","6"
"4520","B32003000000000",1968,63,"7","7","7"
"4521","B32003100000000",1961,63,"6","6","6"
"4522","B32003200000000",1962,63,"6","7","7"
"4523","B32003400000000",1964,63,"6","6","6"
"4524","B32003500000000",1964,63,"7","7","6"
"4525","B32003600000000",1967,63,"5","6","5"
"4526","B32003700000000",1967,63,"6","7","5"
"4527","B32003800000000",1967,63,"4","5","6"
"4528","B32003900000000",1967,63,"7","7","6"
"4529","B32004000000000",1967,63,"7","7","7"
"4530","B32004300000000",1967,63,"3","6","7"
"4531","B32004400000000",1967,63,"3","6","6"
"4532","B32004500000000",1967,63,"5","5","6"
"4533","B32004600000000",1967,63,"6","7","6"
"4534","B32004700000000",1967,63,"6","7","7"
"4535","B32004800000000",1967,63,"5","5","6"
"4536","B32004900000000",1967,63,"5","5","7"
"4537","B32005000000000",1939,63,"5","6","6"
"4538","B32005100000000",1967,63,"4","7","7"
"4539","B32005200000000",1967,63,"4","6","6"
"4540","B32005300000000",1967,63,"6","7","6"
"4541","B32005400000000",1967,63,"6","7","6"
"4542","B32005500000000",1967,63,"8","7","7"
"4543","B32005600000000",1984,63,"8","7","7"
"4544","B32005700000000",1968,63,"5","7","7"
"4545","B32005800000000",1968,63,"7","7","8"
"4546","B32005900000000",1968,63,"7","7","7"
"4547","B32006000000000",1968,63,"7","7","7"
"4548","B32006100000000",1968,63,"8","6","7"
"4549","B32006200000000",1982,63,"7","8","7"
"4550","B32006300000000",1968,63,"7","7","7"
"4551","B32006400000000",1968,63,"6","6","7"
"4552","B32006500000000",1968,63,"8","7","8"
"4553","B32006600000000",1966,63,"N","N","N"
"4554","B32006700000000",1967,63,"5","6","7"
"4555","B32006800000000",1969,63,"N","N","N"
"4556","B32006900000000",1968,63,"4","7","7"
"4557","B32007000000000",1970,63,"7","7","7"
"4558","B32007100000000",1971,63,"N","N","N"
"4559","B32007200000000",1972,63,"6","8","7"
"4560","B32007400000000",1972,63,"N","N","N"
"4561","B32007500000000",1976,63,"4","4","7"
"4562","B32007600000000",1978,63,"7","7","7"
"4563","B32007700000000",1981,63,"6","6","6"
"4564","B32007800000000",1978,63,"6","8","8"
"4565","B32007900000000",1982,63,"5","7","6"
"4566","B32008000000000",1980,63,"7","8","8"
"4567","B32008100000000",1981,63,"7","7","8"
"4568","B32008200000000",1981,63,"5","7","6"
"4569","B32008300000000",1983,63,"6","7","7"
"4570","B32008400000000",1980,63,"7","7","7"
"4571","B32008500000000",1980,63,"6","7","6"
"4572","B32008600000000",1983,63,"6","8","8"
"4573","B32008700000000",1987,63,"7","7","8"
"4574","B32008800000000",1983,63,"7","7","7"
"4575","B32008900000000",1984,63,"7","7","7"
"4576","B32009000000000",1985,63,"7","7","7"
"4577","B32009100000000",1990,63,"6","8","7"
"4578","B32009300000000",1979,63,"N","N","N"
"4579","B32009400000000",1982,63,"7","8","7"
"4580","B32009500000000",1984,63,"N","N","N"
"4581","B32009600000000",1981,63,"4","4","7"
"4582","B32009700000000",1983,63,"7","7","8"
"4583","B32009800000000",1981,63,"6","7","6"
"4584","B32009900000000",1983,63,"3","3","7"
"4585","B32010000000000",1981,63,"N","N","N"
"4586","B32010100000000",1989,63,"7","7","7"
"4587","B32010300000000",1989,63,"8","8","8"
"4588","B32010400000000",1987,63,"N","N","N"
"4589","B32010700000000",1983,63,"6","6","7"
"4590","B32010800000000",1983,63,"6","6","7"
"4591","B32011000000000",1985,63,"7","7","8"
"4592","B32011100000000",1986,63,"5","7","7"
"4593","B32011200000000",1985,63,"7","7","8"
"4594","B32011300000000",1986,63,"7","8","8"
"4595","B32011400000000",1986,63,"7","7","8"
"4596","B32011500000000",1937,63,"6","5","6"
"4597","B32011600000000",1986,63,"7","7","7"
"4598","B32011700000000",1986,63,"7","7","8"
"4599","B32011800000000",1987,63,"7","8","7"
"4600","B32011900000000",1989,63,"8","8","7"
"4601","B32012000000000",1987,63,"N","N","N"
"4602","B32012100000000",1987,63,"6","6","8"
"4603","B32012200000000",1987,63,"6","6","7"
"4604","B32012300000000",1990,63,"6","8","7"
"4605","B32012400000000",1990,63,"7","8","7"
"4606","B32012500000000",1987,63,"6","6","7"
"4607","B32012600000000",1987,63,"7","7","8"
"4608","B32012700000000",1987,63,"7","7","8"
"4609","B32012800000000",1988,63,"6","6","7"
"4610","B32012900000000",1990,63,"8","7","7"
"4611","B32013000000000",1990,63,"8","7","7"
"4612","B32013100000000",1990,63,"8","7","7"
"4613","B32013200000000",1990,63,"8","7","7"
"4614","B32013300000000",1990,63,"8","7","8"
"4615","B32013400000000",1999,63,"7","7","8"
"4616","B52023100000000",2002,103,"7","7","7"
"4617","B52023200000000",2002,103,"7","7","8"
"4618","B52023300000000",2002,103,"N","N","N"
"4619","B52023400000000",2001,103,"7","7","7"
"4620","B52023500000000",2001,103,"7","7","7"
"4621","B52023600000000",2002,103,"7","7","7"
"4622","B52023700000000",2002,103,"7","7","8"
"4623","B52023800000000",2002,103,"7","7","7"
"4624","B52023900000000",2001,103,"7","7","8"
"4625","B52024000000000",2001,103,"7","7","7"
"4626","B52024100000000",2003,103,"6","6","8"
"4627","B52024200000000",2002,103,"7","7","7"
"4628","B52024300000000",2003,103,"7","7","7"
"4629","B52024400000000",2002,103,"7","7","8"
"4630","B52024500000000",2003,103,"6","6","7"
"4631","B52024600000000",2003,103,"7","7","8"
"4632","B52024700000000",2003,103,"7","7","7"
"4633","B52024800000000",2002,103,"7","7","9"
"4634","B52024900000000",2004,103,"N","N","N"
"4635","B52025000000000",2004,103,"N","N","N"
"4636","B52025100000000",2007,103,"7","7","8"
"4637","B52025200000000",2005,103,"7","8","7"
"4638","B52025300000000",2003,103,"7","7","8"
"4639","B52025400000000",2005,103,"7","7","9"
"4640","B52025500000000",2007,103,"7","7","9"
"4641","B52025600000000",2005,103,"N","N","N"
"4642","B52025700000000",2007,103,"N","N","N"
"4643","B52025800000000",1996,103,"7","6","7"
"4644","B52025900000000",2008,103,"7","7","7"
"4645","B52026000000000",2007,103,"7","8","8"
"4646","B52026100000000",2008,103,"8","8","8"
"4647","B52026200000000",2009,103,"8","8","8"
"4648","B52026300000000",2010,103,"7","8","7"
"4649","B52026400000000",2009,103,"7","7","8"
"4650","B52026500000000",2010,103,"7","8","8"
"4651","B52026600000000",2013,103,"8","8","9"
"4652","B52026700000000",2010,103,"7","7","7"
"4653","B52082200000000",1947,103,"5","5","5"
"4654","B52082300000000",1947,103,"7","7","7"
"4655","B52084900000000",1972,103,"N","N","N"
"4656","B52085600000000",1932,103,"7","4","5"
"4657","B52085700000000",1932,103,"7","5","5"
"4658","B52086500000000",1975,103,"N","N","N"
"4659","B52086600000000",1975,103,"N","N","N"
"4660","B53000100000000",1956,105,"9","9","9"
"4661","B53000300000000",1950,105,"7","7","6"
"4662","B53000400000000",1950,105,"6","6","7"
"4663","B53000600000000",1951,105,"N","N","N"
"4664","B53000700000000",1951,105,"7","7","7"
"4665","B53000900000000",1952,105,"6","6","6"
"4666","B53001000000000",1953,105,"5","5","6"
"4667","B53001100000000",1953,105,"6","6","6"
"4668","B53001200000000",1953,105,"N","N","N"
"4669","B53001300000000",1968,105,"N","N","N"
"4670","B53001500000000",1954,105,"4","4","7"
"4671","B53001600000000",1956,105,"4","6","6"
"4672","B53001700000000",1955,105,"8","6","6"
"4673","B53001800000000",1958,105,"6","7","7"
"4674","B53001900000000",1957,105,"7","7","7"
"4675","B53002000000000",1957,105,"6","6","7"
"4676","B53002100000000",1957,105,"6","8","8"
"4677","B53002200000000",1958,105,"N","N","N"
"4678","B53002300000000",1958,105,"5","6","7"
"4679","B53002400000000",1957,105,"N","N","N"
"4680","B53002600000000",1958,105,"6","6","7"
"4681","B53002900000000",1959,105,"7","6","7"
"4682","B53003000000000",1959,105,"7","6","6"
"4683","B53003600000000",1958,105,"7","7","7"
"4684","B53003700000000",1958,105,"7","7","7"
"4685","B53003800000000",1958,105,"7","7","5"
"4686","B53003900000000",1959,105,"7","7","7"
"4687","B53004000000000",1959,105,"7","7","8"
"4688","B53004100000000",1959,105,"6","7","6"
"4689","B53004200000000",1959,105,"7","7","7"
"4690","B53004300000000",1959,105,"7","7","7"
"4691","B53004400000000",1959,105,"5","6","6"
"4692","B53004500000000",1959,105,"7","7","6"
"4693","B53004600000000",1959,105,"6","6","5"
"4694","B53004700000000",1959,105,"6","6","6"
"4695","B53004800000000",1959,105,"7","8","8"
"4696","B53004900000000",1949,105,"7","8","7"
"4697","B53005100000000",1959,105,"7","8","8"
"4698","B53005500000000",1959,105,"N","N","N"
"4699","B53005600000000",1958,105,"N","N","N"
